Image Name,X,Y,Grayscale,Prediction,FinalPred,L,A,B
1368.png,10,96,0.2569090127944946,Brown,S,28.3641,9.4839,15.1671
1368.png,6,104,0.2247556895017624,Brown,S,24.4949,6.9142,11.645
1368.png,15,107,0.2072215676307678,Brown,S,23.8055,19.5565,15.7418
1368.png,5,115,0.5364258885383606,Brown,W,57.4101,12.0616,9.9961
1368.png,16,117,0.202610194683075,Brown,S,22.0579,7.9925,12.9263
1368.png,5,122,0.2466105818748474,Brown,S,26.94,7.9538,8.5452
1368.png,17,125,0.2149176597595215,Brown,S,23.575,10.3547,11.112
1368.png,6,131,0.2646611928939819,Brown,M,29.8695,17.8757,13.6721
1368.png,6,140,0.3412341475486755,Brown,M,37.4014,7.6732,14.5328
1368.png,15,142,0.1912184208631516,Brown,S,20.3579,3.5088,7.0105
1368.png,19,136,0.3714905679225922,Brown,M,40.5649,6.8861,14.685
1368.png,3,148,0.4334094226360321,Brown,M,46.9214,8.1588,9.9195
1368.png,2,155,0.4111458659172058,Brown,M,44.4011,5.716,-2.3546
1368.png,2,161,0.4373090267181396,Brown,M,47.3689,6.1082,15.8886
1368.png,10,158,0.4561431407928467,Brown,M,49.1242,5.7259,8.2924
1368.png,14,150,0.33787801861763,Brown,M,37.0292,7.9718,13.3932
1368.png,6,169,0.5707537531852722,Brown,W,60.4817,8.36,-1.1088
1368.png,23,160,0.6310819983482361,Brown,W,66.2197,1.8441,-1.7
1368.png,24,129,0.4188995957374573,Brown,M,45.298,4.8479,8.6819
1368.png,19,101,0.6374204158782959,Brown,W,66.9134,8.1897,-1.102
1370.png,11,45,0.1976023614406586,Brown,S,21.3243,7.2386,9.1757
1370.png,4,42,0.1909058690071106,Brown,S,20.4322,3.4122,11.8757
1370.png,19,39,0.2372031360864639,Brown,S,26.8861,16.5025,18.5167
1370.png,36,15,0.2709286510944366,Brown,M,29.8317,8.3787,14.6107
1370.png,41,18,0.2270396053791046,Brown,S,24.6954,10.5087,-0.0604
1370.png,47,19,0.2216972559690475,Brown,S,24.0681,7.3491,7.7101
1370.png,30,90,0.327674925327301,Brown,M,36.5137,13.5522,20.856
1370.png,38,54,0.7634337544441223,Brown,W,78.8165,-3.8457,20.5001
1370.png,42,43,0.1975498050451279,Brown,S,21.592,9.6814,13.0041
1370.png,39,34,0.2695368826389313,Brown,M,29.6571,9.6693,11.1839
1370.png,59,124,0.2762709856033325,Brown,M,30.3826,11.1073,7.0734
1370.png,108,119,0.1824360936880112,Brown,S,19.862,12.1908,7.2078
1370.png,127,126,0.4924560785293579,Brown,W,53.0147,7.9622,16.3269
1370.png,102,103,0.1995290219783783,Brown,S,21.7511,10.5938,8.5169
1370.png,95,111,0.2947854995727539,Brown,M,32.2664,8.2371,7.8126
1370.png,89,121,0.3485039174556732,Brown,M,38.2257,9.3873,13.2733
1370.png,89,128,0.3176305890083313,Brown,M,34.6053,9.5896,-11.6989
1370.png,82,135,0.2348231375217438,Brown,S,25.7421,10.2395,8.1994
1370.png,72,127,0.2810784578323364,Brown,M,30.744,9.4895,3.6621
1370.png,68,139,0.1832992285490036,Brown,S,19.887,12.6421,3.076
1370.png,75,136,0.3211125433444977,Brown,M,35.1407,9.6092,5.6658
1370.png,53,111,0.3504462838172913,Brown,M,38.4925,8.4539,17.3157
1370.png,99,73,0.4028631448745728,Brown,M,43.8197,6.7057,14.4491
1370.png,97,91,0.1965466737747192,Brown,S,20.9657,2.0,8.5268
1370.png,189,34,0.2196278274059296,Brown,S,24.39,11.2057,17.5242
1370.png,180,20,0.2067839354276657,Brown,S,22.7566,12.4395,9.3325
1370.png,174,30,0.2014635354280472,Brown,S,22.1235,11.7524,10.4428
1370.png,167,37,0.2037560790777206,Brown,S,22.0855,8.4624,8.2586
1370.png,179,43,0.3848623335361481,Brown,M,42.2302,8.0167,22.4413
1370.png,164,54,0.1642576456069946,Brown,S,17.5057,8.7241,9.302
1370.png,161,81,0.2337297946214676,Brown,S,25.4731,7.4251,9.0684
1370.png,166,60,0.1715878397226334,Brown,S,18.1343,5.9415,6.6315
1370.png,144,97,0.144702360033989,Brown,S,14.9034,6.4936,5.5082
1370.png,151,98,0.23782117664814,Brown,S,26.5534,14.2741,13.4438
1370.png,125,89,0.2628851234912872,Brown,S,28.6468,5.9828,7.6818
1370.png,126,98,0.2731388211250305,Brown,M,30.2178,7.7911,20.1454
1370.png,145,72,0.3401321470737457,Brown,M,37.2731,11.2307,6.3147
1370.png,114,44,0.3087368607521057,Brown,M,34.0509,13.5327,6.065
1370.png,115,35,0.4337446689605713,Brown,M,46.8306,6.4627,6.1377
1370.png,126,20,0.3177125453948975,Brown,M,34.8707,5.8021,17.1279
1370.png,138,33,0.3319090008735657,Brown,M,36.8003,13.3637,16.3295
1370.png,145,33,0.2216525673866272,Brown,S,24.2437,7.5341,13.9505
1370.png,152,35,0.2920545041561127,Brown,M,31.8513,9.3969,-2.4694
1370.png,166,16,0.3071682453155518,Brown,M,33.4582,6.5462,3.1085
1370.png,178,5,0.2571411728858948,Brown,S,27.8184,3.9733,-5.4449
1370.png,77,37,0.404649019241333,Brown,M,43.807,8.1213,-0.1517
1370.png,79,49,0.2715537548065186,Brown,M,29.6803,8.5887,5.3309
1370.png,105,34,0.304763525724411,Brown,M,33.7828,11.6912,16.4219
1370.png,50,76,0.3280102014541626,Brown,M,36.2603,11.3277,16.7507
1404.png,46,29,0.2846576571464539,Brown,M,31.3235,9.259,12.2581
1404.png,33,54,0.4983498156070709,Brown,W,53.5678,6.9521,16.5073
1404.png,14,48,0.3324011862277985,Brown,M,36.2225,10.0087,-4.7629
1404.png,20,100,0.440286248922348,Brown,M,47.3807,4.4755,-1.5163
1404.png,24,116,0.3620105981826782,Brown,M,39.4417,6.0376,10.5995
1404.png,26,124,0.507860004901886,Blue,N,54.33,10.6587,-16.2795
1404.png,20,140,0.2891823351383209,Brown,M,31.6486,7.3494,9.4656
1404.png,34,137,0.4620878398418427,Brown,W,49.7542,11.794,-7.3719
1404.png,46,147,0.3962105810642242,Brown,M,42.9725,7.527,4.7143
1404.png,28,164,0.3694282472133636,Brown,M,40.7694,12.2661,19.38
1404.png,41,172,0.5803686380386353,Blue,N,61.3588,6.2198,-6.7041
1404.png,54,175,0.6240721344947815,Brown,W,65.5486,2.2067,-1.5745
1404.png,67,184,0.3636921644210815,Brown,M,39.6214,6.9349,9.0255
1404.png,11,174,0.4243172705173492,Brown,M,45.7418,4.3051,-0.9671
1404.png,12,157,0.4193909764289856,Blue,N,45.3646,8.4197,-17.2123
1404.png,67,159,0.3760521709918976,Brown,M,40.8514,7.3635,4.0307
1404.png,78,171,0.3534015715122223,Brown,M,38.372,3.7721,5.2602
1404.png,59,134,0.2923144996166229,Brown,M,31.9759,11.6678,-3.5317
1404.png,80,132,0.2538811564445496,Brown,S,27.7813,5.5063,14.2378
1404.png,93,150,0.3548372685909271,Brown,M,38.5314,7.2872,-3.8121
1404.png,137,164,0.3593756854534149,Brown,M,39.5707,9.1605,20.6429
1404.png,132,157,0.5909647345542908,Brown,W,62.4052,7.0234,-3.3875
1404.png,132,146,0.3688200116157532,Brown,M,39.9858,3.6814,3.9093
1404.png,139,132,0.2890047132968903,Brown,M,31.379,3.1944,3.1721
1404.png,166,182,0.4257301688194275,Brown,M,45.9862,9.9688,-10.1847
1404.png,172,82,0.3388682305812836,Brown,M,36.8292,7.1357,-3.2599
1404.png,198,61,0.4168101847171783,Brown,M,44.9387,-1.5867,1.9634
1404.png,128,90,0.4834454953670502,Brown,W,51.7878,7.0111,-7.3173
1404.png,125,101,0.4477117657661438,Brown,M,48.3337,7.4132,8.9652
1404.png,125,51,0.4755952954292297,Brown,W,50.9645,4.6338,-3.2761
1404.png,108,54,0.4210564792156219,Brown,M,45.7482,9.9199,10.6648
1404.png,116,39,0.286311000585556,Brown,M,31.6988,2.6402,27.6966
1404.png,114,47,0.3138654828071594,Brown,M,34.2256,5.7307,7.4128
1404.png,134,109,0.3690502047538757,Brown,M,40.0984,5.68,6.5969
1404.png,147,99,0.3728141486644745,Brown,M,41.012,11.808,16.6738
1404.png,106,108,0.3003368675708771,Brown,M,33.0371,7.1342,16.4971
1404.png,100,100,0.3586615920066833,Brown,M,39.0837,8.537,5.1661
1404.png,95,101,0.4071647226810455,Brown,M,44.0386,5.067,5.0164
1404.png,107,97,0.3651513755321503,Brown,M,39.6383,3.6422,7.1162
1404.png,114,105,0.4989756643772125,Brown,W,53.4774,3.324,14.5429
1404.png,98,133,0.4409847259521484,Brown,M,47.6642,8.0167,8.599
1404.png,72,88,0.2567533254623413,Brown,S,27.9096,7.1493,2.0176
1404.png,3,164,0.1742525398731232,Brown,S,18.281,4.5078,-8.6186
1444.png,146,55,0.1074815690517426,Brown,S,10.1308,3.1463,6.3889
1444.png,164,82,0.1550156772136688,Brown,S,16.3905,8.0492,10.5065
1444.png,177,31,0.2165545225143433,Brown,S,24.0065,11.5691,15.7231
1444.png,184,48,0.2495341151952744,Brown,S,28.1129,12.8861,23.6909
1444.png,172,61,0.2861588299274445,Brown,M,32.6115,19.1895,21.3069
1444.png,178,79,0.1496576517820358,Brown,S,15.9918,9.8499,13.4839
1444.png,166,71,0.1334960758686066,Brown,S,13.5244,4.6053,9.2254
1444.png,193,45,0.2128631323575974,Brown,S,23.9583,14.2965,18.9918
1444.png,152,46,0.1722407937049866,Brown,S,19.5283,16.2956,18.4289
1444.png,152,74,0.1009917706251144,Brown,S,9.6337,9.0014,4.4606
1444.png,174,48,0.2864494025707245,Brown,M,32.525,17.4307,22.9601
1444.png,183,64,0.2302764654159546,Brown,S,25.5417,10.4515,17.7586
1444.png,189,72,0.2565211951732635,Brown,S,28.9908,14.4076,23.0755
1450.png,102,23,0.1057615652680397,Brown,S,10.2166,9.4543,2.3769
1450.png,107,36,0.1318215727806091,Brown,S,13.3055,5.9283,6.0708
1450.png,112,21,0.1022058799862862,Brown,S,9.3325,2.4657,0.906
1450.png,118,15,0.1027564704418182,Brown,S,9.4214,2.7502,1.8003
1450.png,122,23,0.1019003912806511,Brown,S,9.3754,4.7167,1.0161
1450.png,123,32,0.1138952970504761,Brown,S,11.108,7.1252,4.3836
1450.png,133,20,0.1345815658569336,Brown,S,13.9213,9.9612,5.616
1450.png,138,38,0.108344703912735,Brown,S,10.1764,3.7421,2.1864
1450.png,147,44,0.119445875287056,Brown,S,12.1494,10.5194,6.7254
1450.png,99,47,0.1275568604469299,Brown,S,13.207,10.6367,8.2415
1450.png,100,65,0.1209051012992859,Brown,S,11.9397,6.5448,4.1009
1450.png,101,79,0.0957615673542022,Brown,S,8.5177,3.4637,-0.2957
1450.png,112,79,0.1016176491975784,Brown,S,9.3406,4.5086,1.718
1450.png,118,88,0.1069003865122795,Brown,S,10.2197,7.7367,2.3408
1450.png,117,101,0.1538541167974472,Brown,S,16.5788,12.0281,10.1968
1450.png,129,94,0.1250717639923096,Brown,S,12.6677,9.0623,5.2292
1450.png,138,105,0.1393215656280518,Brown,S,14.6175,10.4751,8.079
1450.png,130,117,0.2241298109292984,Brown,S,24.7816,11.2039,14.1558
1450.png,152,115,0.1352003961801529,Brown,S,13.6344,3.1532,7.9094
1450.png,155,105,0.1301549077033997,Brown,S,13.0346,4.9067,5.6534
1450.png,148,83,0.1298266649246216,Brown,S,13.2958,9.514,5.4224
1450.png,156,90,0.1284427493810654,Brown,S,13.0272,8.6812,4.2758
1450.png,153,67,0.1147435307502747,Brown,S,11.2004,7.661,2.2944
1450.png,158,56,0.1155015677213669,Brown,S,11.9123,12.8816,6.4544
1450.png,165,117,0.1111501976847649,Brown,S,10.5138,3.0127,2.6687
1450.png,176,117,0.164220005273819,Brown,S,17.7536,11.1273,11.117
1450.png,169,100,0.1524929404258728,Brown,S,16.1144,8.8664,9.4436
1450.png,155,144,0.121761180460453,Brown,S,11.9577,4.6271,4.8185
1450.png,127,57,0.1027109771966934,Brown,S,9.6464,7.6588,0.7258
1450.png,134,69,0.1096909865736961,Brown,S,10.5891,7.0012,5.1064
1450.png,119,45,0.12033960968256,Brown,S,11.8822,6.2023,5.485
1450.png,183,165,0.1497470587491989,Brown,S,15.595,9.5677,0.1215
1450.png,170,131,0.1292988210916519,Brown,S,13.0192,6.8031,4.9491
1462.png,2,112,0.1243066638708115,Brown,S,12.1894,1.2805,6.5326
1462.png,10,115,0.1592576503753662,Brown,S,16.6839,5.7214,8.0494
1462.png,20,84,0.2689337134361267,Brown,M,29.8037,11.6334,14.0296
1462.png,6,28,0.105821967124939,Brown,S,9.8753,4.6938,1.0056
1462.png,26,13,0.2506643235683441,Brown,S,28.272,16.9194,14.6347
1462.png,53,21,0.1041254922747612,Brown,S,9.6867,3.5195,5.0911
1462.png,120,16,0.2170596122741699,Brown,S,24.5178,16.2655,15.9368
1462.png,146,46,0.1320666670799255,Brown,S,13.5417,8.5159,7.2061
1462.png,132,74,0.1058298051357269,Brown,S,9.8278,2.1093,3.8769
1462.png,110,38,0.1883227527141571,Brown,S,20.4357,8.9164,12.0475
1462.png,91,24,0.1177713721990585,Brown,S,11.9763,11.8029,3.5461
1462.png,85,46,0.1220439225435257,Brown,S,11.9869,4.8082,4.1282
1462.png,85,57,0.1077564731240273,Brown,S,10.2174,5.8094,3.0442
1462.png,95,78,0.1066780388355255,Brown,S,9.9234,2.7304,1.7901
1462.png,85,102,0.1718486249446869,Brown,S,18.238,3.9465,12.9223
1462.png,72,131,0.1353999972343445,Brown,S,14.1486,10.527,8.1312
1462.png,121,105,0.3670929670333862,Brown,M,39.8963,6.8021,4.4632
1462.png,122,119,0.1836054921150208,Brown,S,19.6524,6.0721,10.1843
1462.png,54,122,0.1113874539732933,Brown,S,10.7783,8.0767,0.9247
1462.png,59,130,0.1421121656894684,Brown,S,14.992,9.9096,10.7254
1462.png,48,133,0.1298721581697464,Brown,S,13.008,4.7355,6.3374
1462.png,65,141,0.2201101928949356,Brown,S,25.1174,18.0234,17.4731
1462.png,122,60,0.1980925500392914,Brown,S,21.7993,12.1545,11.351
1462.png,54,72,0.335779994726181,Brown,M,36.5117,7.5515,-3.103
1462.png,54,2,0.1469196081161499,Brown,S,15.2908,7.8359,6.82
1462.png,70,19,0.2036737352609634,Brown,S,22.5255,11.1504,16.3148
1462.png,78,32,0.2056984454393387,Brown,S,22.3735,7.4575,12.6806
1462.png,62,40,0.2336098104715347,Brown,S,26.0989,12.3832,18.5762
1476.png,95,107,0.1057694107294083,Brown,S,10.0972,7.0465,5.0966
1483.png,3,173,0.2418556958436966,Brown,S,26.3788,7.5181,8.3853
155.png,26,57,0.3876015543937683,Brown,M,41.9598,5.5734,-0.5236
155.png,35,70,0.3995595872402191,Brown,M,43.3266,5.0147,10.0631
155.png,3,158,0.3967027366161346,Blue,N,42.9725,6.577,-14.9024
155.png,67,48,0.4719109833240509,Brown,W,50.6653,8.6683,-4.8457
155.png,69,60,0.5356470942497253,Blue,N,57.0114,4.9732,-13.3828
155.png,79,57,0.5123549103736877,Blue,N,54.7426,8.9241,-15.0824
155.png,89,74,0.6625140905380249,Blue,N,69.242,2.8188,-8.3254
155.png,50,92,0.5000611543655396,Brown,W,53.664,7.8211,11.4186
155.png,42,114,0.440903514623642,Blue,N,47.5112,8.1697,-12.0782
155.png,53,121,0.4232964813709259,Brown,M,45.9708,9.0393,12.1702
155.png,59,110,0.7148996591567993,Blue,N,74.2951,10.2164,-18.719
155.png,73,101,0.561712920665741,Brown,W,59.6743,5.1231,11.9857
155.png,90,103,0.3129270672798157,Brown,M,34.4604,9.5391,14.172
155.png,106,105,0.4344372451305389,Brown,M,46.8011,6.1869,-7.186
155.png,99,124,0.668370246887207,Blue,N,69.7908,3.4324,-6.9227
155.png,115,132,0.6028345227241516,Blue,N,63.5315,4.3388,-9.1256
155.png,125,136,0.4525125622749329,Blue,N,48.8738,8.8365,-23.0652
155.png,138,158,0.4227470755577087,Blue,N,45.6898,7.9062,-16.11
155.png,125,154,0.6504000425338745,Brown,W,68.0656,-0.5696,2.7024
155.png,185,196,0.1410784423351288,Brown,S,14.4113,6.7411,2.626
155.png,122,195,0.4033466875553131,Blue,N,43.7227,11.2909,-14.2739
155.png,71,198,0.4349580407142639,Blue,N,46.8536,5.8606,-2.8893
155.png,74,181,0.5952286720275879,Blue,N,62.8348,8.1791,-10.6965
155.png,62,145,0.493974894285202,Brown,W,52.9016,4.9713,7.3068
155.png,72,144,0.3421204090118408,Blue,N,37.4416,10.9434,-23.5283
155.png,74,158,0.5083082318305969,Blue,N,54.5057,5.7527,-23.0664
155.png,79,143,0.3824670612812042,Blue,N,41.7387,11.7167,-25.2924
155.png,114,176,0.4910278618335724,Blue,N,52.6051,9.5037,-12.5151
155.png,126,168,0.494503527879715,Brown,W,53.0121,3.0694,13.8691
155.png,129,178,0.3864478468894958,Brown,M,41.8869,6.811,1.2395
155.png,101,167,0.5112239122390747,Blue,N,54.6026,8.025,-12.9766
155.png,89,178,0.364034503698349,Brown,M,39.5495,7.4888,0.8502
155.png,91,164,0.558707058429718,Brown,W,59.269,3.9972,5.6248
155.png,107,148,0.5195431709289551,Brown,W,55.3957,6.8155,-3.5992
155.png,144,181,0.2093227505683899,Blue,N,22.8019,11.8774,-22.4994
1580.png,60,19,0.5397988557815552,Blue,N,57.403,6.3624,-11.0206
1580.png,136,31,0.4551980197429657,Blue,N,49.0151,9.8512,-15.1051
1580.png,129,42,0.1440992206335068,Brown,S,15.0574,8.5941,8.6496
1580.png,191,172,0.1068854853510857,Brown,S,10.2763,7.7236,4.6673
1580.png,36,2,0.1930400133132935,Brown,S,21.2704,11.7444,13.9681
1580.png,62,3,0.2353815585374832,Brown,S,25.7806,8.4154,11.5198
1580.png,111,7,0.208481177687645,Brown,S,22.7943,9.0517,12.6488
1595.png,7,10,0.1036125421524048,Brown,S,9.4968,0.7712,2.6254
1595.png,72,33,0.0971305966377258,Brown,S,8.7729,4.1306,3.0708
1595.png,93,4,0.1033070608973503,Brown,S,9.5152,3.0466,2.7
1595.png,91,18,0.3161949217319489,Brown,M,34.3537,5.5726,-2.6021
1595.png,129,26,0.308046281337738,Brown,M,33.5215,7.4537,-2.5494
1595.png,151,96,0.1082921624183655,Brown,S,10.3873,6.16,6.1818
1595.png,133,126,0.0940878391265869,Brown,S,8.2764,-0.3777,4.2029
1595.png,150,124,0.1167007833719254,Brown,S,11.423,6.409,4.8245
1595.png,134,142,0.1393741220235825,Brown,S,14.3154,8.0671,3.9657
1595.png,187,103,0.1409733295440674,Brown,S,15.0169,11.5958,10.8167
1595.png,190,134,0.1356153041124344,Brown,S,14.6917,13.4158,13.8048
1595.png,196,118,0.2477345168590546,Brown,S,27.0386,6.393,10.6196
1595.png,147,194,0.3423721492290497,Brown,M,37.4949,10.3063,7.8749
1606.png,32,97,0.5792753100395203,Brown,W,61.2295,3.8301,-5.7971
1606.png,39,120,0.5250204205513,Blue,N,56.053,8.4987,-19.4502
1606.png,45,110,0.4888553023338318,Blue,N,52.4476,9.7483,-18.6365
1606.png,53,84,0.402803897857666,Blue,N,43.6056,8.9131,-12.6651
1606.png,54,98,0.4708929359912872,Blue,N,50.4823,2.8873,-6.4136
1606.png,63,92,0.4366913437843323,Blue,N,47.1266,10.1785,-13.8428
1606.png,63,106,0.3832109868526459,Blue,N,41.5877,9.3595,-14.5689
1606.png,50,120,0.4487529695034027,Blue,N,48.556,15.5275,-22.2857
1606.png,39,138,0.4185647070407867,Blue,N,45.3722,10.8015,-21.382
1606.png,40,151,0.4600658714771271,Blue,N,49.5448,5.8067,-18.5005
1606.png,54,146,0.4841223359107971,Blue,N,52.0984,12.4965,-24.4219
1606.png,58,138,0.4232819676399231,Blue,N,45.8583,12.534,-19.9931
1606.png,82,101,0.5868725776672363,Blue,N,62.0195,6.5552,-12.5446
1606.png,83,115,0.5180184245109558,Blue,N,55.3197,6.6626,-17.1348
1606.png,74,126,0.4773207902908325,Blue,N,51.283,11.1431,-16.3071
1606.png,74,137,0.4653031527996063,Blue,N,50.112,11.7001,-19.3072
1606.png,72,149,0.4090627431869507,Blue,N,44.3412,7.892,-19.4238
1606.png,74,159,0.330347865819931,Blue,N,36.2799,13.4637,-25.9632
1606.png,73,169,0.3286592066287994,Blue,N,35.9132,9.3554,-20.3659
1606.png,64,157,0.4771203696727753,Blue,N,51.3359,10.6266,-22.1253
1606.png,60,167,0.460868626832962,Blue,N,49.6771,10.2147,-21.1932
1606.png,86,151,0.4028250873088837,Blue,N,43.9297,16.8901,-24.7796
1606.png,92,128,0.5048470497131348,Blue,N,54.0343,8.1003,-18.5296
1606.png,86,137,0.4950693845748901,Blue,N,53.0872,7.6471,-20.0129
1606.png,101,115,0.3594733476638794,Blue,N,39.2676,11.444,-23.0979
1606.png,96,85,0.5820643305778503,Blue,N,61.6433,11.9405,-15.8917
1606.png,95,94,0.5235243439674377,Blue,N,55.8076,7.815,-10.5419
1606.png,119,73,0.4410007894039154,Blue,N,47.6362,8.2401,-20.2601
1606.png,113,104,0.4820537567138672,Blue,N,51.6815,8.6602,-10.4104
1606.png,141,90,0.5650326013565063,Blue,N,59.8814,5.4832,-11.8419
1606.png,151,103,0.6132827401161194,Blue,N,64.5989,3.0387,-14.307
1606.png,163,101,0.3440093994140625,Blue,N,37.6995,15.1119,-23.0646
1606.png,161,116,0.4151788353919983,Blue,N,44.9779,10.4714,-18.9939
1606.png,179,108,0.4264455139636993,Blue,N,46.2013,9.3768,-22.497
1606.png,173,129,0.464484691619873,Blue,N,50.0566,11.7679,-21.1677
1606.png,182,137,0.3202953040599823,Blue,N,35.1526,10.4876,-24.6817
1606.png,193,135,0.3832862675189972,Blue,N,41.6135,6.3743,-17.0236
1606.png,171,144,0.4980902075767517,Blue,N,53.317,7.9472,-15.5514
1606.png,164,129,0.4911102056503296,Blue,N,52.6723,9.0679,-18.8828
1606.png,154,133,0.4202690124511719,Blue,N,45.5632,10.0661,-22.2931
1606.png,153,124,0.4264306128025055,Blue,N,46.1583,8.9102,-20.7738
1606.png,143,133,0.5814996361732483,Blue,N,61.4823,7.0336,-8.7907
1606.png,140,118,0.4905298054218292,Blue,N,52.5694,8.2104,-16.1203
1606.png,130,126,0.4938709735870361,Blue,N,52.8673,7.3835,-13.3207
1606.png,115,140,0.3634176850318909,Blue,N,39.661,9.5506,-22.5005
1606.png,107,129,0.4675658643245697,Blue,N,50.2797,8.7831,-17.3124
1606.png,102,139,0.4975317716598511,Blue,N,53.3155,10.0441,-18.4517
1606.png,114,151,0.5746027231216431,Blue,N,60.8236,2.8634,-12.1558
1606.png,108,161,0.4787493944168091,Blue,N,51.5,12.6854,-20.6624
1606.png,100,170,0.5078223347663879,Blue,N,54.3487,12.1685,-15.0579
1606.png,99,178,0.4552505910396576,Blue,N,49.044,8.7449,-18.0523
1606.png,92,191,0.5110384225845337,Blue,N,54.6861,7.8249,-20.4308
1606.png,147,179,0.4991686344146729,Blue,N,53.4411,10.014,-14.7409
1606.png,137,179,0.4334098100662231,Blue,N,46.9577,12.6556,-23.6519
1606.png,149,189,0.5205262899398804,Blue,N,55.5298,5.4737,-14.5004
1606.png,164,189,0.595809817314148,Blue,N,62.8433,4.422,-7.3302
1606.png,167,178,0.5656129717826843,Blue,N,59.9681,6.2565,-14.5654
1606.png,152,169,0.5829815864562988,Blue,N,61.6134,2.6455,-9.8062
1606.png,156,158,0.4588361084461212,Blue,N,49.531,14.3961,-20.7702
1606.png,143,152,0.4191302061080933,Blue,N,45.4565,11.3195,-22.4441
1606.png,142,163,0.4594697952270508,Blue,N,49.5138,9.3873,-20.2763
1606.png,130,159,0.4521843194961548,Blue,N,48.862,12.1985,-23.6308
1606.png,133,144,0.4801937341690063,Blue,N,51.6101,9.8588,-20.5305
1606.png,160,146,0.4936031103134155,Blue,N,52.8534,7.4975,-14.5158
1606.png,121,133,0.6991168856620789,Blue,N,72.7137,6.3181,-5.2153
1606.png,111,116,0.5058956742286682,Blue,N,54.0998,9.4139,-14.3164
1606.png,180,124,0.4509709477424622,Blue,N,48.6183,11.5104,-15.0995
1606.png,194,124,0.4927768707275391,Blue,N,52.8395,9.73,-18.6123
1606.png,197,113,0.555239200592041,Blue,N,59.0055,9.2306,-17.7322
1606.png,193,177,0.7081058621406555,Blue,N,73.5717,7.3123,-8.8669
1606.png,196,167,0.6479054689407349,Blue,N,67.9213,9.287,-13.5957
1606.png,198,155,0.6610619425773621,Blue,N,69.1405,7.6714,-10.6327
1610.png,148,10,0.1788199990987778,Brown,S,19.2638,10.1417,6.9804
1610.png,121,6,0.5404462814331055,Brown,W,57.558,2.4005,14.0234
1610.png,103,15,0.4192855060100555,Brown,M,45.8787,9.4175,23.3398
1610.png,98,33,0.2907517552375793,Brown,M,32.303,10.8112,19.3438
1610.png,110,49,0.4392286241054535,Brown,M,47.6923,7.1832,19.3279
1610.png,113,31,0.2188549041748047,Brown,S,23.9097,6.0718,16.0531
1610.png,117,19,0.2616113722324371,Brown,S,29.2189,12.3644,18.9726
1610.png,129,24,0.2352309674024582,Brown,S,26.7812,17.581,18.4173
1610.png,140,25,0.2571839094161987,Brown,S,28.4515,11.6732,12.122
1610.png,153,21,0.3028368651866913,Brown,M,33.3977,8.5312,17.0386
1610.png,187,2,0.3090133368968964,Brown,M,33.9991,7.5329,16.5942
1610.png,198,10,0.5643400549888611,Brown,W,59.8009,5.2072,0.6844
1610.png,178,14,0.5011702179908752,Brown,W,53.7972,6.379,15.0767
1610.png,179,24,0.5466447472572327,Brown,W,58.1064,3.732,7.9398
1610.png,168,25,0.5878105759620667,Brown,W,62.15,0.5691,13.7587
1610.png,178,36,0.3792662918567657,Brown,M,41.6242,9.0957,19.8613
1610.png,161,36,0.2509698271751404,Brown,S,28.1019,14.928,14.3306
1610.png,151,37,0.3577764630317688,Brown,M,39.0908,5.9322,15.022
1610.png,131,35,0.210714116692543,Brown,S,23.0825,6.239,18.7936
1610.png,122,37,0.2303282469511032,Brown,S,25.3387,12.1408,6.9936
1610.png,131,43,0.240649402141571,Brown,S,26.6603,11.4844,14.1579
1610.png,126,48,0.2224858999252319,Brown,S,24.374,8.0207,14.1457
1610.png,114,59,0.2092768549919128,Brown,S,23.1662,11.8958,14.5844
1610.png,120,69,0.2042996138334274,Brown,S,22.2014,6.7138,13.749
1610.png,147,56,0.2736964821815491,Brown,M,30.2971,10.0219,16.5781
1610.png,175,54,0.3355627655982971,Brown,M,37.1276,13.1151,14.9212
1610.png,198,43,0.4722399711608887,Brown,W,50.6031,0.5575,2.0423
1610.png,199,58,0.5285478830337524,Blue,N,56.2451,3.6091,-2.9564
1610.png,191,55,0.5047208070755005,Blue,N,53.8769,3.2227,-0.6832
1610.png,182,60,0.4272180497646332,Brown,M,46.3709,9.0174,12.146
1610.png,159,62,0.3975278437137604,Brown,M,43.3117,6.0562,17.3228
1610.png,143,67,0.3038627505302429,Brown,M,34.0218,13.7681,21.7637
1610.png,142,76,0.2960721552371979,Brown,M,32.8878,11.4439,18.2995
1610.png,128,80,0.3028596043586731,Brown,M,33.3031,6.3909,17.4636
1610.png,139,88,0.2372784316539764,Brown,S,26.3437,11.8919,15.033
1610.png,145,100,0.2445411831140518,Brown,S,27.2518,11.7324,18.1936
1610.png,156,73,0.2709364593029022,Brown,M,29.7952,6.311,17.0334
1610.png,156,83,0.2636807858943939,Brown,S,28.9017,8.6062,9.4227
1610.png,167,76,0.3515850901603699,Brown,M,38.5405,6.9423,17.3376
1610.png,185,74,0.4742768704891205,Brown,W,51.1282,8.7681,11.8757
1610.png,186,89,0.2614188194274902,Brown,S,28.7226,7.508,14.3199
1610.png,190,106,0.2515588104724884,Brown,S,27.9204,9.1495,20.2426
1610.png,177,115,0.1900270730257034,Brown,S,20.503,7.5209,10.7415
1610.png,172,92,0.3561011850833893,Brown,M,38.954,11.2854,5.6602
